1,1,StL
1,2,StS
1,3,DrF
1,4,DrF
1,5,DrT
1,6,SnT
1,7,RoT
1,8,RoT
1,9,DrT
1,10,DrT
1,11,SnT
1,12,SoL
1,13,Ch
1,14,Ch
1,15,Ch
1,16,Ch
1,17,Ch
1,18,Ch
1,19,Ch
1,20,Ch
1,21,Ch
1,22,Ch
1,23,Ch
1,24,Ch
1,25,Ch
1,26,Ch
1,27,Ch
1,28,Ch
1,29,Ch
1,30,Ch
1,31,Ch
1,32,Ch
1,33,Ch
1,34,Ch
1,35,Ch
1,36,Ch
1,37,Ch
1,38,Ch
1,39,Ch
1,40,Ch
1,41,Ch
1,42,Ch
1,43,Ch
1,44,Ch
1,45,Ch
1,46,Ch
1,47,Ch
1,48,Ch
1,49,Ch
1,50,Ch
1,51,Ch
1,52,Ch
1,53,Ch
1,54,Ch
1,55,Ch
1,56,Fi
2,1,StL
2,2,StS
2,3,DrF
2,4,DrF
2,5,DrF
2,6,RoF
2,7,RoF
2,8,DrF
2,9,DrT
2,10,DrF
2,11,DrF
2,12,RoF
2,13,RoF
2,14,DrF
2,15,DrF
2,16,DrF
2,17,DrF
2,18,DrF
2,19,DrT
2,20,ReT
2,21,RoT
2,22,DrT
2,23,SnT
2,24,DrT
2,25,SnT
2,26,SoL
2,27,Ch
2,28,Ch
2,29,Ch
2,30,Ch
2,31,Ch
2,32,Ch
2,33,Ch
2,34,Ch
2,35,Ch
2,36,Ch
2,37,Ch
2,38,Ch
2,39,Ch
2,40,Ch
2,41,Ch
2,42,Ch
2,43,Ch
2,44,Ch
2,45,Ch
2,46,Ch
2,47,Ch
2,48,Ch
2,49,Ch
2,50,Ch
2,51,Ch
2,52,Ch
2,53,Ch
2,54,Ch
2,55,Ch
2,56,Ch
2,57,Ch
2,58,Ch
2,59,Ch
2,60,Ch
2,61,Ch
2,62,Ch
2,63,Ch
2,64,Ch
2,65,Ch
2,66,Ch
2,67,Ch
2,68,Ch
2,69,Ch
2,70,Ch
2,71,Ch
2,72,Ch
2,73,Ch
2,74,Ch
2,75,Ch
2,76,Ch
2,77,Ch
2,78,Ch
2,79,Fi
3,1,StL
3,2,StS
3,3,DrF
3,4,RoF
3,5,RoF
3,6,RoF
3,7,DrF
3,8,SnF
3,9,ReT
3,10,ReT
3,11,RoT
3,12,RoT
3,13,DrT
3,14,SnT
3,15,DrF
3,16,DrT
3,17,DrF
3,18,RoT
3,19,RoT
3,20,RoT
3,21,RoT
3,22,RoT
3,23,ReT
3,24,DrT
3,25,SnT
3,26,DrF
3,27,RoF
3,28,RoF
3,29,RoF
3,30,RoT
3,31,DrT
3,32,SnT
3,33,RoT
3,34,RoT
3,35,ReT
3,36,RoT
3,37,RoT
3,38,RoT
3,39,DrT
3,40,SnT
3,41,SoL
3,42,Ch
3,43,Ch
3,44,Ch
3,45,Ch
3,46,Ch
3,47,Ch
3,48,Ch
3,49,Ch
3,50,Ch
3,51,Ch
3,52,Ch
3,53,Ch
3,54,Ch
3,55,Ch
3,56,Ch
3,57,Ch
3,58,Ch
3,59,Ch
3,60,Ch
3,61,Ch
3,62,Ch
3,63,Ch
3,64,Ch
3,65,Ch
3,66,Ch
3,67,Ch
3,68,Ch
3,69,Ch
3,70,Ch
3,71,Ch
3,72,Ch
3,73,Ch
3,74,Ch
3,75,Ch
3,76,Ch
3,77,Ch
3,78,Ch
3,79,Ch
3,80,Ch
3,81,Ch
3,82,Ch
3,83,Ch
3,84,Ch
3,85,Ch
3,86,Ch
3,87,Ch
3,88,Ch
3,89,Fi
4,1,StL
4,2,StS
4,3,DrT
4,4,SnT
4,5,DrT
4,6,RoT
4,7,RoT
4,8,DrT
4,9,SnT
4,10,SoL
4,11,Ch
4,12,Ch
4,13,Ch
4,14,Ch
4,15,Ch
4,16,Ch
4,17,Ch
4,18,Ch
4,19,Ch
4,20,Ch
4,21,Ch
4,22,Ch
4,23,Ch
4,24,Ch
4,25,Ch
4,26,Ch
4,27,Ch
4,28,Ch
4,29,Ch
4,30,Ch
4,31,Ch
4,32,Ch
4,33,Ch
4,34,Ch
4,35,Ch
4,36,Ch
4,37,Ch
4,38,Ch
4,39,Ch
4,40,Ch
4,41,Ch
4,42,Fi
5,1,StL
5,2,StS
5,3,DrF
5,4,DrT
5,5,RoT
5,6,RoT
5,7,RoT
5,8,RoT
5,9,RoT
5,10,DrT
5,11,SnT
5,12,DrT
5,13,SnT
5,14,SoL
5,15,Ch
5,16,Ch
5,17,Ch
5,18,Ch
5,19,Ch
5,20,Ch
5,21,Ch
5,22,Ch
5,23,Ch
5,24,Ch
5,25,Ch
5,26,Ch
5,27,Ch
5,28,Ch
5,29,Ch
5,30,Ch
5,31,Ch
5,32,Ch
5,33,Ch
5,34,Ch
5,35,Ch
5,36,Ch
5,37,Ch
5,38,Ch
5,39,Ch
5,40,Ch
5,41,Ch
5,42,Ch
5,43,Ch
5,44,Ch
5,45,Ch
5,46,Ch
5,47,Ch
5,48,Ch
5,49,Ch
5,50,Ch
5,51,Ch
5,52,Fi
6,1,StL
6,2,StS
6,3,DrF
6,4,RoF
6,5,DrF
6,6,RoF
6,7,DrF
6,8,RoF
6,9,DrF
6,10,RoT
6,11,RoT
6,12,RoT
6,13,ReT
6,14,DrT
6,15,SnT
6,16,DrF
6,17,DrF
6,18,DrT
6,19,DrT
6,20,RoT
6,21,DrT
6,22,SnT
6,23,DrT
6,24,ReT
6,25,ReT
6,26,RoT
6,27,ReT
6,28,DrT
6,29,SnT
6,30,SoL
6,31,Ch
6,32,Ch
6,33,Ch
6,34,Ch
6,35,Ch
6,36,Ch
6,37,Ch
6,38,Ch
6,39,Ch
6,40,Ch
6,41,Ch
6,42,Ch
6,43,Ch
6,44,Ch
6,45,Ch
6,46,Ch
6,47,Ch
6,48,Ch
6,49,Ch
6,50,Ch
6,51,Ch
6,52,Ch
6,53,Ch
6,54,Ch
6,55,Ch
6,56,Ch
6,57,Ch
6,58,Ch
6,59,Ch
6,60,Ch
6,61,Ch
6,62,Ch
6,63,Ch
6,64,Ch
6,65,Ch
6,66,Ch
6,67,Ch
6,68,Ch
6,69,Ch
6,70,Ch
6,71,Ch
6,72,Ch
6,73,Ch
6,74,Ch
6,75,Ch
6,76,Ch
6,77,Ch
6,78,Ch
6,79,Ch
6,80,Ch
6,81,Ch
6,82,Ch
6,83,Ch
6,84,Ch
6,85,Ch
6,86,Ch
6,87,Ch
6,88,Ch
6,89,Ch
6,90,Ch
6,91,Ch
6,92,Ch
6,93,Ch
6,94,Ch
6,95,Ch
6,96,Ch
6,97,Ch
6,98,Ch
6,99,Ch
6,100,Ch
6,101,Ch
6,102,Ch
6,103,Ch
6,104,Ch
6,105,Ch
6,106,Ch
6,107,Ch
6,108,Ch
6,109,Ch
6,110,Ch
6,111,Ch
6,112,Ch
6,113,Ch
6,114,Ch
6,115,Ch
6,116,Ch
6,117,Ch
6,118,Fi
7,1,StL
7,2,StS
7,3,DrT
7,4,SnT
7,5,RoT
